id,category_1,category_2,category_3,color_type,life_style,fabric,weight_of_fabric,neck_style,form_type,sleeve_type,washing_style,fabric_type
4006,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4007,T-shirts,MENSWEAR,Trendy Shirts,Red,Dark X,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4008,T-shirts,MENSWEAR,Trendy Shirts,White,Dark X,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4009,T-shirts,MENSWEAR,Trendy Shirts,Black,Dark X,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4010,T-shirts,MENSWEAR,Long Sleeves,Grey,Cool,Figure,Medium,Bendy,Normal,Long,washless,Cotton
4011,T-shirts,MENSWEAR,Trendy Shirts,Gray,Daily,Nubbly,Light,Bendy,Fit,Long,washless,Cotton
4012,T-shirts,MENSWEAR,Trendy Shirts,Black,Urban Style,Pressed,Light,Bycyle,Narrow,Long,Mid,Cotton
4013,T-shirts,MENSWEAR,Long Sleeves,Green,Mark,Figure,Medium,Bycyle,Normal,Long,washless,Cotton
4014,T-shirts,MENSWEAR,Long Sleeves,Black,Mark,Figure,Medium,Bycyle,Normal,Long,washless,Cotton
4015,T-shirts,MENSWEAR,Long Sleeves,Yellow,Mark,Figure,Medium,Bendy,Normal,Long,washless,Cotton
4016,T-shirts,MENSWEAR,Long Sleeves,Black,Daily,versatile,Medium,Bendy,Normal,Long,washless,Cotton
4017,T-shirts,MENSWEAR,Colorful Tees,Blue,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4018,T-shirts,MENSWEAR,Trendy Shirts,White,Urban Style,Pressed,Light,Bycyle,Normal,Short,washless,Cotton
4019,T-shirts,MENSWEAR,Trendy Shirts,Black,Urban Style,Figure,Light,Bycyle,Normal,Short,Mid,Cotton
4020,T-shirts,MENSWEAR,Trendy Shirts,Purple,Daily,Figure,Light,Bycyle,Wide,Short,Mid,Cotton
4021,T-shirts,MENSWEAR,Colorful Tees,White,Urban Style,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4022,T-shirts,MENSWEAR,Colorful Tees,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4023,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4024,T-shirts,MENSWEAR,Colorful Tees,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4025,T-shirts,MENSWEAR,Colorful Tees,Brown,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4026,T-shirts,MENSWEAR,Colorful Tees,Blue,Urban Style,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4027,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4028,T-shirts,MENSWEAR,Colorful Tees,Blue,Cool,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4029,T-shirts,MENSWEAR,Trendy Shirts,White,Cool,Lace,Light,Bycyle,Narrow,Short,washless,Cotton
4030,T-shirts,MENSWEAR,Trendy Shirts,Blue,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4031,T-shirts,MENSWEAR,Trendy Shirts,Purple,Daily,Figure,Light,Bycyle,Normal,Short,Light,Cotton
4032,T-shirts,MENSWEAR,Trendy Shirts,White,Urban Style,versatile,Light,Bycyle,Wide,Short,washless,Cotton
4033,T-shirts,MENSWEAR,Long Sleeves,Black,Urban Style,Figure,Medium,Bendy,Very Large,Long,washless,Cotton
4034,T-shirts,MENSWEAR,Colorful Tees,White,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4035,T-shirts,MENSWEAR,Colorful Tees,White,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4036,T-shirts,MENSWEAR,Colorful Tees,White,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4037,T-shirts,MENSWEAR,Colorful Tees,Grey,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4038,T-shirts,MENSWEAR,Colorful Tees,Green,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4039,T-shirts,MENSWEAR,Trendy Shirts,Blue,Cool,versatile,Light,Bycyle,Narrow,Short,washless,Cotton
4040,T-shirts,MENSWEAR,Long Sleeves,Grey,Dark X,versatile,Medium,Bendy,Normal,Long,washless,Cotton
4041,T-shirts,MENSWEAR,Long Sleeves,Black,Daily,versatile,Medium,Bendy,Narrow,Long,washless,Cotton
4042,T-shirts,MENSWEAR,Trendy Shirts,Brown,Basics,versatile,,Bycyle,Narrow,Short,washless,Cotton
4043,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,Mid,Cotton
4044,T-shirts,MENSWEAR,Trendy Shirts,Green,Daily,Pressed,Light,Bycyle,Normal,Short,Light,Cotton
4045,T-shirts,MENSWEAR,Trendy Shirts,Black,Daily,Nubbly,Medium,Bendy,Wide,Short,washless,Cotton
4046,T-shirts,MENSWEAR,Trendy Shirts,White,Daily,Pressed,Light,Bycyle,Normal,Short,Other,Cotton
4047,T-shirts,MENSWEAR,Long Sleeves,Green,Originals,Figure,Medium,Bendy,Very Large,Long,washless,Cotton
4048,T-shirts,MENSWEAR,Long Sleeves,Black,Dark X,Figure,Medium,Bendy,Normal,Long,washless,Cotton
4049,T-shirts,MENSWEAR,Simple,Yellow,Basics,versatile,Light,Bycyle,Narrow,Short,washless,Cotton
4050,T-shirts,MENSWEAR,Simple,Purple,Basics,versatile,,Bycyle,Narrow,Short,washless,Cotton
4051,T-shirts,MENSWEAR,Simple,Green,Basics,versatile,Medium,Bycyle,Normal,Short,Mid,Cotton
4052,T-shirts,MENSWEAR,Simple,Blue,Basics,versatile,Medium,Bycyle,Normal,Short,washless,Cotton
4053,T-shirts,MENSWEAR,Simple,Green,Daily,versatile,,Bycyle,Normal,Short,washless,Cotton
4054,T-shirts,MENSWEAR,Simple,Green,Basics,versatile,Light,Bycyle,Narrow,Short,Light,Cotton
4055,T-shirts,MENSWEAR,Simple,Green,Basics,versatile,Light,V Style,Narrow,Short,Light,Cotton
4056,T-shirts,MENSWEAR,Simple,White,Basics,versatile,Light,V Style,Narrow,Short,Light,Cotton
4057,T-shirts,MENSWEAR,Trendy Shirts,Purple,Daily,versatile,Light,Bycyle,Normal,Short,Mid,Cotton
4058,T-shirts,MENSWEAR,Long Sleeves,Black,Dark X,versatile,Medium,Bendy,Very Large,Long,washless,Cotton
4059,T-shirts,MENSWEAR,Trendy Shirts,Green,Dark X,Figure,Light,Bycyle,Normal,Short,Mid,Cotton
4060,T-shirts,MENSWEAR,Long Sleeves,Green,Daily,Nubbly,Medium,High,Very Large,Long,washless,Decorative
4061,T-shirts,MENSWEAR,Trendy Shirts,Black,Originals,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4062,T-shirts,MENSWEAR,Trendy Shirts,Black,Originals,Figure,Light,Bycyle,Very Large,Short,washless,Cotton
4063,T-shirts,MENSWEAR,Trendy Shirts,White,Originals,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4064,T-shirts,MENSWEAR,Long Sleeves,Red,Originals,Figure,Medium,Bycyle,Normal,Long,washless,Cotton
4065,T-shirts,MENSWEAR,Trendy Shirts,Black,Originals,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4066,T-shirts,MENSWEAR,Trendy Shirts,Gray,Urban Style,versatile,Light,Bycyle,Very Large,No Sleeve,washless,Cotton
4067,T-shirts,MENSWEAR,Trendy Shirts,Grey,Urban Style,Figure,Light,Bycyle,Normal,Short,Mid,Cotton
4068,T-shirts,MENSWEAR,Trendy Shirts,White,Urban Style,Tabby,Light,Bycyle,Very Large,Short,washless,Cotton
4069,T-shirts,MENSWEAR,Trendy Shirts,Black,Urban Style,Figure,Light,Bycyle,Normal,Short,washless,Cotton
4070,T-shirts,MENSWEAR,Trendy Shirts,White,Daily,versatile,Light,Bycyle,Normal,Short,washless,Cotton
4071,T-shirts,MENSWEAR,Long Sleeves,Brown,Daily,Square,Heavy,High,Very Large,Long,washless,Decorative
4072,T-shirts,MENSWEAR,Long Sleeves,Blue,Designment,Figure,Medium,Bycyle,Normal,Long,Mid,Cotton
4073,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
4074,T-shirts,MENSWEAR,Long Sleeves,Blue,Daily,versatile,Medium,Bycyle,Normal,Long,washless,Cotton
4075,T-shirts,MENSWEAR,Long Sleeves,White,Business Based,Figure,Medium,Bendy,Normal,Long,washless,Cotton
4076,T-shirts,MENSWEAR,Long Sleeves,Black,Designment,Figure,Medium,Bendy,Normal,Long,washless,Cotton
4077,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4078,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,Medium,Very thin,,Mid,Tick
4079,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Mid,Tick
4080,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Mateoric,Lace,Medium,Medium,Very thin,,Light,Tick
4081,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Mateoric,versatile,Medium,Medium,Very thin,,Light,Tick
4082,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,Medium,Very thin,,Mid,Tick
4083,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,Lace,Medium,Medium,Very thin,,Mid,Tick
4084,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,High,Narrow Normal,,Mid,Tick
4085,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,For boots,,Light,Tick
4086,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,Very thin,,Mid,Tick
4087,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Mateoric,versatile,Medium,High,Very thin,,Mid,Tick
4088,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Very thin,,Light,Tick
4089,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Very thin,,Light,Tick
4090,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Township,versatile,Medium,High,Very thin,,Mid,Tick
4091,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,Very thin,,Mid,Tick
4092,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Daily youth,versatile,Medium,High,Very thin,,Light,Tick
4093,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4094,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Mid,Tick
4095,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,Medium,Very thin,,Mid,Tick
4096,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Mid,Tick
4097,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,High,Normal,,Mid,Tick
4098,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Narrow Normal,,Mid,Tick
4099,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,High,Narrow Normal,,Mid,Tick
4100,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,High,For boots,,Mid,Tick
4101,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,versatile,Medium,Medium,Very thin,,Mid,Tick
4102,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4103,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,Lace,Medium,Medium,Very thin,,Mid,Tick
4104,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Mateoric,versatile,Medium,Low,Very thin,,Light,Tick
4105,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,Low,Very thin,,Mid,Tick
4106,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,versatile,Medium,Low,Very thin,,Mid,Tick
4107,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4108,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Mid,Tick
4109,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,versatile,Medium,Medium,Very thin,,Mid,Tick
4110,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,Medium,Very thin,,Heavy,Tick
4111,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,Lace,Medium,Medium,Very thin,,Mid,Tick
4112,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4113,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4114,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Mid,Tick
4115,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,versatile,Medium,Medium,Very thin,,Heavy,Tick
4116,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Mid,Tick
4117,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4118,Blue Jeans,WOMENSWEAR,Jean Trousers,Black,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4119,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4120,Thick Tops,WOMENSWEAR,Overtees,Red,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
4121,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Medium,Bendy,Man Friend,Long,Mid,Cotton
4122,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Medium,Bendy,Normal,Long,Mid,Cotton
4123,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Cute,Lace,Medium,Medium,Very thin,,Mid,Tick
4124,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Mateoric,Lace,Medium,Medium,Very thin,,Light,Tick
4125,Blue Jeans,WOMENSWEAR,Jean Trousers,Black,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4126,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,versatile,Medium,Medium,Very thin,,Mid,Tick
4127,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4128,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,Lace,Medium,Medium,Very thin,,Mid,Tick
4129,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily,versatile,Medium,Medium,Very thin,,Mid,Tick
4130,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily,versatile,Medium,Medium,Very thin,,Mid,Tick
4131,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,Medium,Very thin,,Mid,Tick
4132,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Daily,versatile,Medium,Medium,Very thin,,Heavy,Tick
4133,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,Medium,Very thin,,Light,Tick
4134,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,Medium,Very thin,,Mid,Tick
4135,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,versatile,Medium,Low,Very thin,,Mid,Tick
4136,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,versatile,Medium,Low,Very thin,,Light,Tick
4137,Blue Jeans,WOMENSWEAR,Jean Trousers,Grey,Daily,versatile,Medium,Low,Very thin,,Mid,Tick
4138,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Normal,Long,Light,Polyester
4139,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Narrow Normal,,Mid,Tick
4140,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Narrow Normal,,Light,Tick
4141,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Narrow Normal,,Mid,Tick
4142,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,For boots,,Light,Tick
4143,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,Narrow Normal,,Light,Tick
4144,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Narrow Normal,,Mid,Tick
4145,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,Narrow Normal,,Light,Tick
4146,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,High,Normal,,Mid,Tick
4147,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,Narrow Normal,,Light,Tick
4148,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,Narrow Normal,,Light,Tick
4149,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,Narrow Normal,,Light,Tick
4150,Thick Tops,WOMENSWEAR,Overcoats,White,Daily,Nubbly,Heavy,Bendy,Normal,Long,Light,Wool
4151,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,For boots,,Light,Tick
4152,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,,High,For boots,,Mid,Tick
4153,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,Low,Very thin,,Mid,Tick
4154,Thick Tops,WOMENSWEAR,Overcoats,Green,Daily,versatile,Heavy,Bendy,Normal,Long,Mid,Cotton
4155,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Light,High,Normal,Long,Mid,Cotton
4156,Thick Tops,WOMENSWEAR,Overtees,Black,Township,versatile,Heavy,,Man Friend,Long,washless,
4157,Thick Tops,WOMENSWEAR,Overtees,Black,Daily,versatile,Light,,Very Large,Long,Light,Cotton
4158,Thick Tops,WOMENSWEAR,Overtees,Blue,Visual,versatile,Medium,,Very Large,Long,Light,Cotton
4159,Thick Tops,WOMENSWEAR,Overtees,Blue,Visual,versatile,Medium,,Normal,Long,washless,Cotton
4160,Thick Tops,WOMENSWEAR,Overtees,White,Visual,versatile,Medium,,Normal,Long,washless,Cotton
4161,Thick Tops,WOMENSWEAR,Overcoats,Yellow,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Cotton
4162,Thick Tops,WOMENSWEAR,Overcoats,Green,Visual,versatile,Heavy,,Very Large,Long,washless,Cotton
4163,Thick Tops,WOMENSWEAR,Overtees,Purple,Daily,versatile,Medium,Bendy,Man Friend,Long,washless,Polyester
4164,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily,versatile,Heavy,High,Man Friend,Long,washless,
4165,Thick Tops,WOMENSWEAR,Overtees,Grey,Daily,versatile,Heavy,,Very Large,Long,washless,Polyester
4166,Thick Tops,WOMENSWEAR,Overtees,Black,Daily,versatile,Heavy,,Very Large,Long,washless,Polyester
4167,Thick Tops,WOMENSWEAR,Overcoats,White,Daily,versatile,Heavy,Bendy,Man Friend,Long,washless,Polyester
4168,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Light,,Normal,Long,Light,Cotton
4169,Thick Tops,WOMENSWEAR,Overtees,Black,Daily,versatile,Light,,Normal,Long,Light,Cotton
4170,Thick Tops,WOMENSWEAR,Overtees,Red,Daily,versatile,Medium,Bendy,Normal,Long,Mid,Cotton
4171,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Mateoric,versatile,Medium,Low,Very thin,,Mid,Tick
4172,Thick Tops,WOMENSWEAR,Overtees,Red,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
4173,Thick Tops,WOMENSWEAR,Overcoats,Gray,Daily,Nubbly,Heavy,,Man Friend,Long,washless,Wool
4174,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily,Square,Heavy,,Man Friend,Long,washless,Wool
4175,Thick Tops,WOMENSWEAR,Overtees,Blue,Visual,versatile,Heavy,High,Very Large,Long,washless,Decorative
4176,Thick Tops,WOMENSWEAR,Overcoats,Green,Daily,versatile,Heavy,Bendy,Man Friend,Long,washless,Cotton
4177,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,Nubbly,Heavy,,Normal,Long,Light,Twill
4178,Thick Tops,WOMENSWEAR,Overcoats,Black,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Polyester
4179,Thick Tops,WOMENSWEAR,Overcoats,Blue,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Polyester
4180,Thick Tops,WOMENSWEAR,Overtees,Black,Visual,versatile,Light,,Normal,Long,washless,Decorative
4181,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Medium,,Normal,Long,Light,Cotton
4182,Thick Tops,WOMENSWEAR,Overtees,Black,Township,versatile,Medium,,Normal,Long,washless,
4183,Thick Tops,WOMENSWEAR,Overtees,Black,Township,versatile,Medium,,Normal,Long,washless,
4184,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily,versatile,Light,Bendy,Very Large,Long,washless,Polyester
4185,Thick Tops,WOMENSWEAR,Overtees,Black,Daily,versatile,Light,Bendy,Very Large,Long,washless,Polyester
4186,Thick Tops,WOMENSWEAR,Overtees,Black,Township,versatile,Medium,High,Normal,Long,Light,
4187,Thick Tops,WOMENSWEAR,Overtees,Black,Township,versatile,Medium,,Normal,Long,washless,
4188,Thick Tops,WOMENSWEAR,Overcoats,Green,Daily,versatile,Heavy,Bendy,Normal,Long,Light,Polyester
4189,Thick Tops,WOMENSWEAR,Overtees,Orange,Daily,Nubbly,Heavy,Bendy,Very Large,Long,washless,Decorative
4190,Thick Tops,WOMENSWEAR,Overtees,Grey,Daily,versatile,Heavy,,Man Friend,Long,Light,Twill
4191,Thick Tops,WOMENSWEAR,Overtees,Red,Daily,Nubbly,Heavy,Bendy,Very Large,Long,washless,Decorative
4192,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Polyester
4193,Thick Tops,WOMENSWEAR,Overtees,Orange,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Polyester
4194,Thick Tops,WOMENSWEAR,Overcoats,Green,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Polyester
4195,Thick Tops,WOMENSWEAR,Overcoats,Green,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Polyester
4196,Thick Tops,WOMENSWEAR,Overcoats,Gray,Daily,versatile,Heavy,Bendy,Narrow,Long,washless,Polyester
4197,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Cotton
4198,Thick Tops,WOMENSWEAR,Overtees,Red,Daily,versatile,Medium,High,Normal,Long,washless,Polyester
4199,Thick Tops,WOMENSWEAR,Overtees,Brown,Daily,Nubbly,Heavy,,Very Large,Long,washless,Decorative
4200,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Light,,Very Large,Long,Mid,Cotton
4201,Thick Tops,WOMENSWEAR,Overtees,Black,Visual,versatile,Medium,,Very Large,Long,washless,
4202,Thick Tops,WOMENSWEAR,Overcoats,Green,Daily,versatile,Medium,,Very Large,Long,Light,Cotton
4203,Thick Tops,WOMENSWEAR,Overtees,Black,Visual,Lace,Medium,,Normal,Long,washless,
4204,Thick Tops,WOMENSWEAR,Overtees,White,Visual,versatile,Heavy,Bendy,Normal,Long,washless,
4205,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Very Large,Long,Light,Cotton
4206,Thick Tops,WOMENSWEAR,Overtees,White,Daily,versatile,Heavy,Bendy,Very Large,Long,Light,Cotton
4207,Thick Tops,WOMENSWEAR,Overtees,Black,Township,versatile,Medium,,Normal,Long,Light,
4208,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily,Nubbly,Heavy,Bendy,Very Large,Long,washless,Feather
4209,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
4210,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Polyester
4211,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Feather
4212,Thick Tops,WOMENSWEAR,Overtees,Red,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Feather
4213,Thick Tops,WOMENSWEAR,Overtees,Yellow,Daily,versatile,Medium,Bendy,Very Large,Long,washless,Polyester
4214,Thick Tops,WOMENSWEAR,Overtees,White,Daily,Nubbly,Medium,High,Normal,Long,washless,Polyester
4215,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily cuteness,versatile,Medium,High,Narrow,Long,washless,Polyester
4216,Thick Tops,WOMENSWEAR,Overtees,Brown,Daily cuteness,versatile,Medium,High,Narrow,Long,washless,Polyester
4217,Thick Tops,WOMENSWEAR,Overtees,Black,Daily cuteness,versatile,Medium,High,Narrow,Long,washless,Polyester
4218,Thick Tops,WOMENSWEAR,Overtees,Grey,Casual Modern,versatile,,,Man Friend,Long,washless,Cotton
4219,Thick Tops,WOMENSWEAR,Overtees,Black,Township,versatile,Medium,,Very Large,Long,washless,
4220,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Medium,High,Very Large,Long,Light,Decorative
4221,Thick Tops,WOMENSWEAR,Overtees,Yellow,Daily,versatile,Medium,Bendy,Normal,Long,washless,Cotton
4222,Thick Tops,WOMENSWEAR,Overtees,Red,Daily,versatile,Medium,Bendy,Normal,Long,Light,Cotton
4223,Thick Tops,WOMENSWEAR,Overtees,Green,Daily cuteness,versatile,Medium,Bendy,Normal,Long,washless,Cotton
4224,Thick Tops,WOMENSWEAR,Overtees,Black,Casual Modern,Nubbly,Medium,,Very Large,Long,washless,
4225,Thick Tops,WOMENSWEAR,Overtees,Black,Visual,versatile,Light,Bendy,Very Large,Long,washless,Polyester
4226,Thick Tops,WOMENSWEAR,Overtees,Black,Urban Style,versatile,Medium,,Normal,Long,washless,Polyester
4227,Thick Tops,WOMENSWEAR,Overtees,Green,Township,versatile,Medium,Bendy,Very Large,Long,washless,
4228,Thick Tops,WOMENSWEAR,Overtees,White,Youth Cuteness,versatile,Heavy,Bendy,Wide,Long,washless,Polyester
4229,Thick Tops,WOMENSWEAR,Overcoats,,,,,,,,,
4230,Thick Tops,WOMENSWEAR,Overcoats,,,,,,,,,
4231,Thick Tops,WOMENSWEAR,Overcoats,Black,Casual Modern,versatile,,Bendy,Wide,Long,washless,Polyester
4232,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,Pressed,Light,High,Normal,Long,Light,Cotton
4233,Thick Tops,WOMENSWEAR,Overtees,Yellow,Daily,versatile,Light,,Narrow,Long,washless,Cotton
